article name,article link,article text,article date
Mr. Sanders appeared in the state once, at a rally in Laramie that drew some 1,800 people. Mrs. Clinton didn't appear in Wyoming, though her husband, former President Bill Clinton, headlined an event in Cheyenne.

Write to Laura Meckler at laura.meckler@wsj.com

Credit: By Laura Meckler",4/11/16

Bernie Sanders's Supporters Press Hillary Clinton's Superdelegates to Flip; Tactics spark a backlash among Democratic Party leaders in presidential campaign,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1779604103?accountid=12768,"Below the surface of the Democratic campaign, Hillary Clinton and Sen. Bernie Sanders are waging a fierce battle over the party leaders who play an outsize role in picking the presidential nominee, the so-called superdelegates.

Mr. Sanders and his backers are trying to cut into Mrs. Clinton's large lead in pledged delegates by prying away some of her superdelegates. Rank-and-file Sanders activists have taken it upon themselves to assist, using social media, emails and phone calls in ways that have created a backlash among the very people Mr. Sanders is hoping to win over.

A California superdelegate backing Mrs. Clinton, Bob Mulholland, wrote a letter to Mr. Sanders this week saying the outreach to superdelegates from Sanders voters has gotten offensive, including calls coming late at night. Other superdelegates said they have gotten unwanted calls at work from Sanders backers, or have seen their Facebook pages flooded with warnings of political repercussions for supporting Mrs. Clinton.

Election Graphics

* Even With Different Superdelegate Rules, Sanders Still Falls Short

* Who's Winning the Delegate Race?

Mr. Sanders is currently far behind among the superdelegates , most of whom get their convention votes by virtue of being elected officials and party leaders. At this point, a total of 469 superdelegates are backing Mrs. Clinton, and only 31 are supporting Mr. Sanders, according to an Associated Press tally. Another 214 have yet to express a preference.

Overall, Mrs. Clinton leads the race by 1,749 delegates to Mr. Sanders's 1,061. With candidates needing 2,383 delegates to clinch, superdelegates have considerable influence in picking the nominee by dint of their numbers and because they can change their preference at any time. Their outsize role results from efforts by the party to head off long-shot candidates and avoid such landslide defeats as Sen. George McGovern's in 1972.

Senior Sanders strategist Tad Devine said Thursday that, independent of the campaign's courtship of superdelegates, some Sanders enthusiasts have launched their own ""spontaneous"" effort to help the cause.

""A lot of people are motivated to make the argument on behalf of Bernie,"" Mr. Devine said. ""We're not encouraging them in that; we're not organizing them,"" he said, adding that ""we're not discouraging them except if we hear of someone pushing a little too hard.""

One argument the Sanders campaign is making to Clinton supporters: Superdelegates in states that voted for Mr. Sanders should back his candidacy so that they are in sync with voters. Yet the Sanders campaign also said it intends to court superdelegates in states that Mrs. Clinton won.

A Clinton adviser said the Sanders strategy suggests the campaign recognizes it can't overtake her lead by any other means. ""The fact that they are articulating a path that relies on trying to wrest away superdelegates that have previously committed to us shows what dire straits they're in,"" said Clinton spokesman Brian Fallon.

Mrs. Clinton's staff sends a regular email update to superdelegate supporters and arranges conference calls with senior aides. Having seen scores of superdelegates defect to then-Sen. Barack Obama's campaign in 2008, Mrs. Clinton is eager to keep her superdelegates in the fold this time around.

One pro-Clinton superdelegate said a recent email message from her campaign included the line ""Feel the Math""--a play on the Sanders campaign's signature phrase, ""Feel the Bern,"" and a message that she enjoys a lead that Mr. Sanders will be hard-pressed to overcome.

Mr. Sanders recently tapped Paul Kirk, a former Democratic National Committee chairman, to help court superdelegates. So far, Mr. Kirk said he is targeting the group who are as yet publicly uncommitted.

Related Reading

* Bernie Sanders Says 'Of Course' Hillary Clinton Is Qualified

* Pope Francis Calls for Leniency Toward Divorced Catholics

* War of Words Escalates in Democratic Race

The overtures from grass-roots supporters are more freewheeling. Sen. Maria Cantwell is a pro-Clinton superdelegate from Washington, a state won by Mr. Sanders with 72% of the caucus voters. Her Facebook page is awash in comments from Sanders supporters asking her to abandon Mrs. Clinton for the Vermont senator. A recent post by Ms. Cantwell congratulating the University of Washington women's basketball team for making the Final Four was greeted with comments from Sanders supporters skewering her for backing Ms. Clinton.

""We are watching you, Sen. Maria Cantwell,"" one person wrote. ""Don't even think about going against the majority and backing HRC [Hillary Rodham Clinton] when your state wants Bernie Sanders.""

A Cantwell spokesman said she is backing Mrs. Clinton because of positions the former secretary of state has taken on issues that are helpful to the state economy.

Peggy Schaffer is a superdelegate from Maine, a state also won by Mr. Sanders. A longtime Clinton supporter, she said she will back whichever candidate winds up with the most pledged delegates in the end. Ms. Schaffer said Sanders supporters have launched a full-court press in her state, using emails, phone calls, letters and tweets to get her to back Mr. Sanders.
