article name,article link,article text,article date

The congressional wing isn't likely to cave regarding what goes into the platform -- and the wing may have a majority at the convention with the votes of dozens of ""Trojan horse"" delegates pledged to Mr. Trump but conservative on most issues. Mr. Trump could wind up embarrassed by the very convention that nominates him.

An overriding task for Mr. Trump is to have a successful convention with the entire country watching. ""There has to be a good feeling at the end when Trump gives his acceptance speech,"" says Republican consultant Jeffrey Bell. For that to happen, Mr. Bell says, ""Republicans and Mr. Trump must look like their party is united.""

On ABC's ""This Week"" on Sunday, Mr. Trump said the GOP ""would be better if it were unified,"" but ""I don't think it actually has to be unified in the traditional sense."" Oh, yes it does. And he would put the possibility of achieving that unity at risk if he drifts to the political center. Unity can't be achieved unless he pulls conservatives into his camp. They are the missing piece. The key to winning them over is Mr. Ryan. Without him, unity behind Mr. Trump is impossible.

Months ago, Mr. Trump said Mr. Ryan would ""pay a big price"" if the speaker declined to endorse him. That was during the primaries, when Mr. Trump didn't need Mr. Ryan. Now he does -- or he'll be the one who pays the big price.

---

Mr. Barnes, executive editor of the Weekly Standard, is a Fox News commentator.

(See related letters: ""Letters to the Editor: The Trump-Ryan Summit: Who Needs Whom?"" -- WSJE May. 18, 2016)

Credit: By Fred Barnes",7/13/16

"I'm Voting Trump, Warts and All",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1787448227?accountid=12768,"Some of my fellow Republicans have declared they will never, under any circumstances, vote for Donald Trump. They are pessimistic about the party's chances in November and seem more motivated by long-term considerations. They think devotion to the ""anybody but Trump"" movement is a principled and courageous stance that will help preserve a remnant of the conservative movement and its credibility, which can then serve as a foundation for renewal.

I sympathize with this perspective, but I am planning to vote for Donald Trump. Why? Because the stakes for my country, not merely my party, are simply too high.

I was one of the earliest and loudest critics of Mr. Trump. I mocked his appearance, demeanor, ideology and ego in the strongest language I have ever used to publicly criticize anyone in politics. I worked harder than most, with little apparent effect, to stop his ascendancy. I have not experienced a sudden epiphany and am not here to detail an evolution in my perspective.

I believe this presidential election cycle favors Republicans, due more to President Obama's shortcomings than to any of our virtues or cleverness. I also believe that Donald Trump will have the hardest time of any of the Republican candidates in winning. He has stubbornly stuck to the same outlandish behavior and tactics that have served him so well to date. Mr. Trump continues to have the last laugh at the expense of his critics and competitors, myself included.

I think electing Donald Trump would be the second-worst thing we could do this November, better only than electing Hillary Clinton to serve as the third term for the Obama administration's radical policies. I am not pretending that Mr. Trump has suddenly become a conservative champion or even a reliable Republican: He is completely unpredictable. The problem is that Hillary is predictably liberal.

There will be none of her husband's triangulation. Republicans are fooling themselves if they think this President Clinton would sign into law policies like Nafta, the crime bill, welfare reform, or the deficit reduction packages that marked Bill's tenure. While Bill felt compelled to confront Sister Souljah -- and less directly Jesse Jackson -- to appeal to moderate voters, Hillary is more responsive to pressure from Black Lives Matter and the far left. I have no idea what Mr. Trump might do, while Mrs. Clinton is predictable. Both are scary, the former less so.

The next president will make a critical appointment to the Supreme Court, who will cast the tiebreaking vote in important cases that will set precedents for years to come. Issues like the sanctity of innocent human life, constitutional protections for religious liberty and Second Amendment rights, and limits on the unelected federal bureaucracy hang in the balance.
